Surrogate code,Study Area,XRF_Setting,Sample_Type,Source_Zone,Source_Specific,Sample_ID,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Si_ppm,Ti_ppm,Al_ppm,Fe_ppm,Mn_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Bag_Info
Suco2014734,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_276,785.2,7.5,218.9,2453.8,327.7,,,,,,,,,,N15/5;Area_III;Trench_II;<10mm²;No72;15_1_85
Suco2014735,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_277,675.4,10.6,168.2,1948.9,242.6,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No95;16_1_85
Suco2014736,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_278,715.0,12.0,221.1,2490.0,316.5,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No93;16_1_85
Suco2014737,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_279,649.8,7.1,205.5,2199.5,283.6,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No90;15_1_85
Suco2014738,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_280,765.2,6.4,212.7,2168.0,263.2,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No86;16_1_85
Suco2014739,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_281,665.7,5.9,224.5,2375.6,319.8,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No85;16_1_85
Suco2014740,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_282,709.9,8.5,196.1,2159.8,259.5,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No65;15_1_85
Suco2014741,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_283,588.7,9.4,150.2,1788.8,226.3,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No64;15_1_85
Suco2014742,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_284,703.4,8.2,214.1,2397.1,305.4,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No51;15_1_85
Suco2014743,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_285,677.1,8.6,197.2,2279.3,294.1,,,,,,,,,,N15/5;Area_III;Trench_I;<10mm²;No33;15_1_85
Suco2014744,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_286,622.0,7.6,189.2,2149.8,282.4,,,,,,,,,,N15/5;Area_III;Trench_I;<20mm²;No39;15_1_85
Suco2014745,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_287,591.9,8.3,191.6,2177.1,301.1,,,,,,,,,,N15/5;Area_III;Trench_I;<20mm²;No50;15_1_85
Suco2014746,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_289,678.7,8.7,205.3,2361.5,315.2,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No22;23_1_85;#99022;SC
Suco2014747,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_290,748.9,10.5,215.9,2392.4,310.1,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No3;23_1_85;#99003;SC
Suco2014748,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_291,649.9,5.3,207.2,2298.9,305.7,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No184
Suco2014749,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_292,672.0,8.0,196.1,2162.6,282.6,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No177;12_2_85
Suco2014750,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_293,773.2,10.7,195.7,2245.9,273.5,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No175;12_2_85
Suco2014751,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_294,144.0,38.4,36.2,161.1,12.8,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No174;12_2_85
Suco2014752,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_295,687.3,9.2,206.0,2308.0,301.7,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No103;30_1_85
Suco2014753,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_296,671.8,9.9,212.5,2338.1,328.7,,,,,,,,,,N15/5;Area_III;Quad_Z;<10mm²;No74;24_1_85
Suco2014754,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_297,711.8,9.5,212.1,2520.5,336.4,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No34;4_2_85;#99034;SC
Suco2014755,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_298,701.0,7.7,206.8,2400.4,311.8,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No49;4_2_85
Suco2014756,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_299,666.8,8.0,214.4,2384.6,317.2,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No40;4_2_85
Suco2014757,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_300,792.2,7.4,194.0,2206.1,272.8,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No37;4_2_85
Suco2014758,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_301,683.6,8.4,204.9,2382.2,313.2,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No29;29_1_85
Suco2014759,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_302,721.1,12.2,205.9,2371.3,309.0,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No27;29_1_85
Suco2014760,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_303,781.2,7.6,231.1,2495.9,312.4,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No26;29_1_85
Suco2014761,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_304,681.5,8.8,186.2,2024.0,245.8,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No25;29_1_85
Suco2014762,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_305,737.9,9.8,192.4,2214.0,273.3,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No24;29_1_85
Suco2014763,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_306,489.3,13.3,98.2,1241.1,160.4,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No22;29_1_85
Suco2014764,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_307,745.1,7.5,226.8,2548.3,337.6,,,,,,,,,,N15/5;Area_III;Quad_Y;<10mm²;No12;29_1_85
Suco2014765,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_308,665.7,10.4,218.2,2377.7,322.2,,,,,,,,,,N15/5;Area_III;Trench_II;<20mm²;No115;16_1_85
Suco2014766,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_309,620.3,8.7,188.0,2212.2,289.3,,,,,,,,,,N15/5;Area_III;Trench_I;<20mm²;No53;15_1_85
Suco2014767,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_311,692.5,9.2,201.8,2436.1,324.6,,,,,,,,,,N15/5;Trench_II;23_1_84;No72
Suco2014768,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_312,672.5,9.5,204.6,2355.7,317.1,,,,,,,,,,N15/5;18_1;Yvonne_Marshall;Found_in_the_eroding_bank_on_the_Eastern_Side_of_the_Top_terrace_with_the_Tig_on_it;Directly_below_trig_ca_2m
Suco2014769,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_313,137.7,41.9,39.0,170.2,12.6,,,,,,,,,,N15/5;No_details
Suco2014770,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_315,666.1,7.8,210.4,2368.3,325.7,,,,,,,,,,N15/5;Trench_I;Art#8;14_1;L1
Suco2014771,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_316,582.3,11.7,198.3,2117.4,294.9,,,,,,,,,,N15/5;Trench_I;Art#16;14_1;Ditch_Lens
Suco2014772,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_318,128.1,6.8,97.8,1061.9,79.2,,,,,,,,,,Obsidian_associated_with_argillite_adze;Not_located;Surface_collection;No1
Suco2014773,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_319,581.4,6.9,185.8,2126.0,280.4,,,,,,,,,,Not_Located;Surface_collection;No2
Suco2014774,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_320,649.6,9.8,211.4,2365.5,318.0,,,,,,,,,,Surface_collection;No3
Suco2014775,Pouerua,Green filter 40kv 8ma,Artefact,TVZ,Taupo,NAP11_321,120.3,88.6,27.2,172.7,7.3,,,,,,,,,,Surface_collection;No4
Suco2014776,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_322,650.8,9.8,209.2,2351.7,327.9,,,,,,,,,,Surface_collection;No5
Suco2014777,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_323,136.2,7.0,101.7,1161.6,89.0,,,,,,,,,,Surface_collection;No6
Suco2014778,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_324,679.4,8.1,216.2,2388.6,332.9,,,,,,,,,,Surface_collection;No8
Suco2014779,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_325,673.1,8.3,215.7,2407.3,329.6,,,,,,,,,,Surface_collection;No9
Suco2014780,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_326,656.3,11.0,207.5,2354.4,317.1,,,,,,,,,,Surface_collection;No10
Suco2014781,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_327,658.1,8.3,201.8,2340.2,313.3,,,,,,,,,,Surface_collection;No11
Suco2014782,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_328,691.0,8.8,196.4,2385.2,327.0,,,,,,,,,,Surface_collection;No12
Suco2014783,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_332,635.3,9.6,182.6,2246.0,308.1,,,,,,,,,,N15/505;Area_IV;No.194
Suco2014784,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_333,725.3,7.3,224.1,2369.3,302.7,,,,,,,,,,N15/505;Area_IV;No.161
Suco2014785,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_334,639.2,7.5,202.8,2323.1,308.4,,,,,,,,,,N15/5;Area_II;Quad_B;No.999;13_12_84
Suco2014786,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_335,172.9,42.6,44.9,169.1,14.1,,,,,,,,,,N15/5;Area_II;Quad_B;No.980;13_12_84
Suco2014787,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_336,656.1,6.0,200.3,2312.7,307.7,,,,,,,,,,N15/5;Area_II;Quad_B;No.992;13_12_84
Suco2014788,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_337,656.1,11.1,216.7,2374.0,318.8,,,,,,,,,,N15/5;Area_II;Quad_B;No.836;12_12_84
Suco2014789,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_338,698.5,7.9,219.8,2432.1,324.9,,,,,,,,,,N15/5;Area_II;Quad_B;No.965;13_12_84
Suco2014790,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_339,612.1,7.9,192.7,2197.9,298.1,,,,,,,,,,N15/5;Area_II;Quad_B;No.855;12_12_84
Suco2014791,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_340,133.6,42.8,38.9,167.6,9.8,,,,,,,,,,N15/5;Area_II;Quad_B;No.820;12_12_84
Suco2014792,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_341,592.3,8.5,202.0,2140.1,285.8,,,,,,,,,,N15/5;Area_II;Quad_B;No.815;12_12_84
Suco2014793,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_342,639.6,8.2,214.3,2371.8,318.3,,,,,,,,,,N15/5;Area_II;Quad_B;No.807;12_12_84
Suco2014794,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_343,684.3,6.9,220.1,2427.8,325.6,,,,,,,,,,N15/5;Area_II;Quad_B;No.585;4_12_84
Suco2014795,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_344,614.1,7.6,193.4,2186.1,301.0,,,,,,,,,,N15/5;Area_II;Quad_B;No.479;4_12_84
Suco2014796,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_345,667.2,7.2,206.5,2349.7,308.7,,,,,,,,,,N15/5;Area_II;Quad_B;No.1;29_11_84
Suco2014797,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_346,664.3,7.7,219.0,2342.8,314.4,,,,,,,,,,N15/5;Area_II;Quad_B;No.303;3_12_84
Suco2014798,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_347,669.7,9.6,214.1,2341.2,326.7,,,,,,,,,,N15/5;Area_II;Quad_B;No.310;3_12_84
